,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Restaurantes,0.002796850035626044,0.0006205450314032347,0.00040968461149140423,0.0007030229881235794,0.0003424962398703519,0.0030613729666073316,0.000802816429761517,0.0022884326006368714,0.0005054739217237595,0.0002499245352317683,0.009514423989609277,0.0,0.0,0.0,0.002077083581357098,0.0,0.0,0.006328422433003195,0.00020168428544070413,0.0021411139326731523,0.0008271391446388792,0.004426865195315214,0.0015718480007884325,0.0,0.0025902559223904,0.003093560939602802,0.0005036267777717796,0.0,0.0002538094960598036,0.0039032058434577675,0.0,0.0,5.0242315493855376e-05,1.9901486450364915e-05,0.00012611822221809098,0.0,0.0023333479913143717,0.00044979742789375655,0.0,2.1355367496439483e-05,0.00015521967725509164,0.0027707516791432305,0.0003728609030293518,0.0004040240090579172,0.0015720148395969985,0.0051973506473882046,0.000988424604291118,0.0,2.0735680493194584e-05,0.0022349250113182255,0.0030180306275534533,0.00014458966173789073,0.009785501302355656,0.0,0.0,0.0,0.0,0.0,7.949869228166727e-05,0.000582910963013862,0.0014374116722575543,0.002889076145589741,0.0029896203618662255,0.001163283592725971,0.00883989468657721,0.0031622151093276835,0.0006733256801988432,0.0025194566822696702,0.0008656431582443456,2.335743319923068e-06,0.00023565981709938098,0.0,8.282355139523124e-05,0.0,0.0,0.0,7.27655546502564e-05,0.0,5.60101714471348e-06,0.00013353063214152029,0.0004170493531838147,0.0,0.00019292524799099258,0.0,0.00020941845592351057,0.0,0.0,0.0,3.439262868009171e-05,0.00041361724055045837,0.0,0.0,0.0,0.0,0.00020311433237126924,0.0,0.012654556790917485,0.02100511325197081,0.00035418687352772193,0.0,0.0,0.011719210761865844,0.003176277237478241,0.00011905140696954823,0.006607746349715831,0.032183349177061615,0.0,0.0012727298511452233,0.03394125820057433,0.021310058842856073,0.19376754563309545,0.0,0.25483959461506295,0.013346437330040413,0.028249039812864057,0.10126755784807967,0.049413293454091255,0.0,1.2858505317331582e-05,0.0,0.09317206217415039,0.0,0.015503651207740174
Transporte terrestre de pasajeros,0.007407995858403638,0.0016436433707695609,0.0010851296707715524,0.0018620991341410415,0.0009071746202539654,0.008108632181755726,0.0018167100592713556,0.0012594701343688673,1.1597355450835087e-05,0.0006619829178356776,0.010712615277813215,0.1201929178398124,0.0,0.0,0.0013586178534531488,0.0,5.215808912074825e-05,0.004362733053992898,0.004905561314071203,0.002088464307267951,0.0005416411817170351,0.0033287344494902084,0.0010281499094305891,0.00042763497617820487,0.0016941875668373466,0.0021815365859751703,0.0003381439394934688,0.0003631992956917364,0.00016601757710930917,0.002568170675832654,0.0020193536721115368,0.0005902780496313194,3.286473126033083e-05,1.3017848096624549e-05,8.248860814915422e-05,0.0006137795335926437,0.001526242654635863,0.00029419536420824556,0.00048756909546322785,1.397151217337522e-05,0.00010152854478637917,0.0018165833486597594,0.00024463817711499914,0.00037933822622136315,0.0012356485393887737,0.0034007527597337784,0.000891956008903301,0.0,0.0018919294797026202,0.0015615348944551953,0.0025998216528134842,0.00010811082760982611,0.010375151574234631,0.004283018741339746,0.001188825633914183,1.5825488490414987e-05,2.534212231924861e-07,0.0,0.000135713733999134,0.0009258210870972864,0.0009402527588601427,0.0018897353854281378,0.001955498192846588,0.0007609038916149972,0.005782172001012244,0.0020684040167583983,0.0004404260789698677,0.001647824820952237,0.0005662030334280332,1.5271963187126136e-06,0.0001541467934966085,6.731667965539353e-05,6.288847722908273e-05,0.0,1.4004857071163705e-07,5.221144095720983e-05,4.76031760828412e-05,0.0,3.6612697771756543e-06,8.734362526715764e-05,0.0002727879398280382,0.0,0.0002665057610846876,2.3341428451939507e-07,0.0001894857161728449,0.0014594328174268542,0.0,0.00018035588315835771,2.562888844022958e-05,0.000270547162696652,0.0,4.0013877346182013e-07,1.5412011757837773e-05,0.0009384721413182376,0.0015555194748941526,0.0014159777466289005,0.00827727733681077,0.013739044883953017,0.00044261350426479237,0.0014998668404851711,0.00422975360161242,0.0,0.0,6.6689795576970026e-09,0.003587490856328852,0.014796184847520917,4.474885283214688e-06,0.006658049100201937,0.008620302969340472,0.005027070121612442,0.27671976343689003,0.0,0.0529598471811337,0.008391490280715888,0.022034655245567893,0.0026599625104647955,0.0,0.00016015554407809352,2.1874252949246166e-06,0.011864594799671122,0.12335916927135887,9.049805259794832e-06,0.19393283849416093
Transporte terrestre de carga,0.015435451291760811,0.0015854503238911415,0.000793348903575497,0.000716796848730091,0.00048049814159086034,0.014863506206353046,0.002959155652207378,0.0002873965998810298,2.8832762599040496e-06,8.312427363720195e-05,0.000294522236491535,0.0012588420841425192,0.0006109931459753512,0.0003880223298402792,0.04443658591141877,0.005848647925511623,0.012358706583305797,0.06366240654496738,0.06729812006688209,0.03333505045734983,0.005733648620050985,0.009820171404994867,0.012439637059788724,0.007372690274425126,0.003257923306606524,0.00973975306931102,0.0014537261815888547,0.01426845669140343,0.005199248805940668,0.023519029685995282,0.0034825635488687514,0.010683442051040794,0.0018555426798772328,0.004900916853415368,0.0031588523443865754,0.013124219487867331,0.013888079782865262,0.0004457199593869594,0.003948483258638591,0.01773028235985564,0.013005788074663596,0.011195507939975641,0.008817765098455764,0.006019123545351582,0.008431285306126749,0.001997778703177982,0.006284527137663694,0.008778830167497528,0.011615718701232822,0.00465844035233856,0.007288133535329001,0.0047106741275093665,0.01543147493887003,0.01748109604992161,0.006147293277630392,0.002367651374610212,0.0024866621948672375,0.0010745967563105382,0.02837555539796906,0.003415517438765701,0.004226068158076321,0.005175535922553939,0.006755773111743982,0.006810180809948502,0.02444248222665806,0.003475208595482538,0.003199144830657006,0.004802610280447781,0.003995907496633545,0.0015313132194819568,0.010795871479834995,0.0026567250445109205,0.00449633479481195,0.0028520631891731586,0.0027455623634202652,0.0044824320830900155,0.00012468870362356002,0.0014455701482661673,0.0010260091178734914,0.0016585488680943823,0.0015041254225539962,0.0011478176027941568,0.0018351671199663094,0.003010082321756648,0.0015711791765495697,0.023495839644857165,0.0008705231712723242,0.009169459064688355,0.0006972254263126512,0.0008773078902762765,0.006767934544749037,0.0023743199064478054,0.0009041975753958165,2.033428289129574e-05,9.672581599370585e-05,0.07287281088434769,0.04484717148321022,0.07289797152097839,0.0002201593924648898,0.0030769006438624946,0.0005529637714931466,0.0021029846535373757,0.0005096871095815009,2.6785728181218904e-05,0.0003440730053865562,0.0021455825377929253,0.012344114392478234,0.003044533345360539,0.00045630369297514376,6.96190443264955e-05,0.0042110494380459395,0.001205464782650181,0.011461652989862542,0.0006692671250183112,0.0005319507109457546,0.0008153724867145095,0.0014281114977422523,3.74795338217432e-05,0.00021044400506738703,0.0024610780865907296,0.0006414831044735094,0.0008911158177309178,0.006578283456124363
Transporte por tuberías,4.080567541655963e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.440756722207951e-08,0.0,0.0,0.0,0.0,3.808529705545566e-07,0.0,6.6921307683157795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.440756722207951e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.481562397624511e-06,0.0,0.0,0.0,0.31319877933902557,0.0002320482742021691,0.0002981262645933847,0.0,1.985876203605902e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.379809161377401e-06,0.0,0.0,0.0,1.5370137740237463e-05,0.0,0.0,1.4009948559685473e-06,1.3601891805519877e-08,6.120851312483945e-07,0.0,0.0,0.0,0.0,3.128435115269572e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224170262496789e-06,0.0,0.0,0.0,0.0,1.5506156658292658e-06,0.0,0.0,0.0,0.00780945817068021,0.6783503652822048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.927965401139851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.726396450123868e-06,2.557155659437737e-06,5.4271548304024314e-06,8.487580486644404e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.904264852772783e-07
Transporte marítimo,0.012680647198226827,0.001397307516303945,0.0007274461030312172,0.0007519243895767239,0.00046745218745126716,0.012315518083254297,0.0024758220997384726,0.00035656491028036906,3.451246666990488e-06,0.00013510991581514614,0.0016089839785460283,0.016477593739694197,0.0004704560502910552,0.0002987884845959357,0.034390075237177346,0.004503301692644754,0.009522564762004587,0.049580929177861915,0.05245038513356325,0.025936374350334773,0.00448463939585288,0.007990722537663328,0.009710785529306199,0.005731945506093368,0.0027271239866756315,0.00778077169875474,0.001162942302825165,0.011033124298566071,0.004024664909513426,0.018440266589631434,0.0029419960476834467,0.008302101681396248,0.0014329703985295134,0.0037752164698603916,0.002442843520476119,0.010184437178362985,0.010890281033737854,0.000381171020776505,0.003103118137451651,0.013653579198441571,0.01002714980711366,0.008854556796015985,0.006820941653479497,0.004683469551056721,0.006651255359019131,0.0019769891324077178,0.004953945030588272,0.04087260298136583,0.009187857747281824,0.003788318424799892,0.005947073215002442,0.0036410013216996505,0.013220447741734266,0.014012508851808582,0.004886581808606643,0.0018250703670848216,0.001914674956475945,0.0008274044324233121,0.021865820642545435,0.0027493014421098114,0.0033752553283413825,0.004228799758668382,0.0054540562374253195,0.0053418268087728135,0.01956601212282348,0.002942699079411908,0.0025200491866562025,0.003910454209626167,0.003149773879431337,0.001179239856530398,0.008332395957695386,0.002054258710563116,0.003470164611683621,0.0021960154718109848,0.002114016407482303,0.0034580852483491542,0.00010213133655279258,0.0011130270501044323,0.000790463310691451,0.0012882736864171715,0.0011933004910996184,0.0008837747946508234,0.0014474145049506218,0.0023177038728100564,0.0012342041553009874,0.018279336235789173,0.0006702448851246157,0.007083492048072032,0.0005401201033840114,0.0007103816056222088,0.005211126819254378,0.001828202053875239,0.0006981744183371128,0.00013677162717332672,0.0002752049657048341,0.05629245352960275,0.03559890633827842,0.05790188489197598,0.0002266318644657087,0.0025626145622157518,0.0008650485858836342,0.001212665819619954,0.0003924195284318814,2.064356802662829e-05,0.000727829574883105,0.0714971124569553,0.009505180704719006,0.0032032682027696895,0.0014635842347052253,0.0007022647847572496,0.038947062989086394,0.0009281936174944972,0.01565843395208647,0.001598055030767225,0.0032526721596879055,0.0009710146409553052,0.0010996055352883582,4.9531780868844965e-05,0.0001623364172991822,0.0034258097008152614,0.016410741813515085,0.0006873093825336242,0.030087904530847757
Transporte aéreo,0.006581783114790309,0.0011223509639543383,0.0006944217218767459,0.0010731890030324302,0.0005469538868206113,0.006830931745673913,0.0014648243011254568,0.0006896029834163386,6.388889194697301e-06,0.0003499811843603674,0.005504569472519412,0.06128919157143807,0.00011326742538395553,8.200879237487156e-05,0.008912446283473967,0.0010789462223914936,0.002306822144315875,0.013943407760944658,0.014876492394433487,0.007214770433224259,0.0013309644390998357,0.00352352653400433,0.00281082248231338,0.0015807447398190747,0.0014680187457228055,0.00292782578358237,0.0004407792113053451,0.0028193590489492323,0.0010475793031248725,0.005655159561334535,0.0016663630741118544,0.002278487240260296,0.0003597630429578983,0.00091965713755421,0.0006273744807516033,0.002752582523467933,0.003335379161533371,0.00023299593080096652,0.000990458302273977,0.0032695952600794967,0.00245975843537764,0.002989332377863524,0.0017590380628541443,0.0013105885749732445,0.0022555305536624006,0.002161790750054328,0.0016393456528563126,0.023334064205412675,0.0031142044805135536,0.0016709110969284188,0.0026697615841615317,0.0009558427952812386,0.008194743016226714,0.0054059387396125725,0.0017486967252593377,0.0004437931788067984,0.00045900739799078095,0.00020628532060844673,0.00533418104628456,0.0010993040388084952,0.001261643186566411,0.0019209440655819112,0.0022469939870265482,0.0016438575802536976,0.007448055127378658,0.0016958169361619845,0.000827180673617405,0.0017320928324369607,0.0010249294275899992,0.0002922826568026067,0.002088589239959152,0.0005366666923545733,0.0008854747755916206,0.0005385075587327064,0.0005174639293513023,0.0008635648561499185,4.724890370541676e-05,0.0002709863594869491,0.0001941572597642756,0.0003515874305138365,0.0004241572707733784,0.00021761928223067812,0.00048375080783804084,0.0005562484572592246,0.00039152701183548937,0.005171372658077316,0.00016704959996078592,0.0018146430560995184,0.00014858679305068608,0.00030074703260010114,0.0012777236958106915,0.00044881044207269064,0.0002651028061607589,0.0005117247577018284,0.0009627189726348533,0.014358866035695878,0.012792036079970337,0.020949654957571368,0.0002932030899916733,0.0013456733224153112,0.0018542216832293807,0.000370140475971884,9.364956506012513e-05,6.154268970033276e-06,0.04813140060892611,0.23669859890035666,0.0022712862041340694,0.004547373099018957,0.0059356209683559934,0.0034800676493127168,0.1429234398291979,0.00046859073178282684,0.03071808605916765,0.004463956585296101,0.011382167054545032,0.001547356477078425,0.0006493926864508426,8.821720447367347e-05,5.35656020617559e-05,0.006477972689231272,0.06459688554646109,0.00019819994671233264,0.09984249222409919
Actividades de transporte complementarias,0.004979051639723294,0.0013143331351158259,0.00024283285963571356,0.0004902553980992549,0.000500555071059341,0.0020112099110753344,0.0005424268555624278,0.0006106441193213137,1.4546029355911036e-06,0.0002287205007202272,0.019509843804013993,0.0034980038420671274,0.0004916377226281086,0.0064695362868591195,0.0017565279101351004,6.212780799125605e-05,0.0006028832253978804,0.005002605365518859,0.002158734656626883,0.0008078693043056987,0.0005808247591416961,0.0015433743712659508,0.0004607522559491137,0.0013654972122850958,0.00036101708945228015,0.002820578992320835,0.00019962392460798404,0.0006287453428086228,0.0008965729789742296,0.0015784565029361387,0.0008053802166736779,0.0006690676589672756,0.0004384859892735592,0.00304320100247259,0.0007665305730523007,0.00451009578460948,0.0017250145247975739,0.00016693601516097405,0.0011599058017208513,0.0,0.0,0.0,0.0,0.00040430282028716826,0.0008114877420429921,0.002879106432176482,0.004907148177220799,0.0,0.0,0.005728772965808718,0.00033162236491224506,0.0,0.014526509668691505,0.0036348404182223767,0.006610930920039248,0.0,0.0018322395411925752,0.0005953301318938173,0.009347057111487797,0.0008536034661688178,0.0011409778939564825,0.0,0.0,0.0,0.011105622369212809,0.0018417034950747595,0.0029894981462666673,0.0013711033062076688,0.0,0.0006996459424176365,0.003629514403125911,0.0008320961227640065,0.00239077092925619,0.0022379879296144925,0.0030335292481710355,0.0015758454454927484,0.001783849147881855,0.0009013569060201642,0.0009869209873960372,0.001543094292439843,0.0013905642672217262,0.0009088693429204376,0.0032004607459315882,0.0038980964451618394,0.001097172662073169,0.04081271159616508,0.0007012812413700712,0.005748929606487623,0.0005322356002124479,0.0009658834536350193,0.00023677954307145245,0.0023701128571305442,0.05259031534761677,3.217292579900571e-05,0.003960486262377519,0.002196820859577096,0.008536639993344605,0.0004079302928253038,0.0011017939627039446,0.004110192912332454,0.13059415669196045,0.19817523043214375,0.0004297764412616969,0.01570652241968663,0.0,0.03654430576888477,0.0069902886552011545,0.034573341378160934,0.0820722618549823,0.009211408611643296,0.00842824497024054,0.0002585714827027925,0.05514241619811135,2.7935604204022934e-05,0.009011527195211309,1.6072910698239583e-05,0.045277773415976705,7.662414594253509e-05,0.0017902638564798034,1.7581722438883774e-05,0.04046129398260761,0.014043093614829779,0.01082407538796835
Correos,0.0015179534134318843,0.00033679884681653673,0.00022234644464160172,0.00038156416445829446,0.00018588437140113772,0.001661527339449038,0.0005162933301349397,0.0002580744629422412,2.370636445007065e-06,0.0001356437259295413,0.0006939707266350885,0.0010500956756378248,7.064977953622578e-05,0.0007614195452861778,0.004063968820619319,0.0003022019951444793,0.0006680140626153918,0.0021064248014203892,0.0013481580822691953,0.002042682358531037,0.00016472914870914573,0.0020243430187229616,0.00020281576976725416,0.0006264737732338467,0.0006352824325117409,0.002145786993357537,0.00013654625249489931,0.0009275325680622058,0.0005613474562776121,0.0020756185613228354,6.120333481881184e-05,0.0011092532835751585,0.0001507821048524798,0.0008886998583767348,0.00035859185494804835,0.0020807810132766834,0.0005883510511131239,0.00011938621406555883,0.0012289644072042462,0.0003220816469574319,0.001305570862071835,0.0006786999771492307,0.0010324542897069602,0.0008461607729295267,0.005596134019033709,0.004801393192954512,0.002242910885477598,0.0007763533515209685,0.0013467140397646225,0.0015537777012328286,0.0007228756441016213,0.0025127302274570314,0.006390489767111684,0.001316160507105369,0.0010906010678910928,4.9542691594386226e-05,0.00013885672050221586,0.0006277252767378098,0.00364067182777887,0.0001061130567110269,0.000538050237203837,0.0007242595181685036,0.00088523415636576,0.0004291453649839693,0.001428567182398826,0.00047931380833033706,0.0011123820423350663,0.0009042112816133545,0.00022103477269994808,0.0007197950200918658,0.0018867498354122473,0.0010167142264071163,0.0019421408991501534,0.0010268586250017405,0.0009168346198408288,0.000951972987452101,1.2093855975797464e-05,0.00038113095170692267,0.00026809852466148427,0.00017602878130742815,0.0006559563077022087,0.00047630538644581036,0.0007948852303296531,0.00021489759205551353,0.0004676531651059115,0.008016770435761607,0.0005036098234697749,0.002711418442398715,0.0005306495193679012,0.0001516244629801473,0.0024245353314902456,0.0008755470378975839,0.006478636528328317,0.0022289277405583177,0.011014037091940513,0.017719183720798618,0.024703006485664203,0.04100741362998266,0.0019868460483542204,0.0013178813244233184,0.001679866679257113,0.00573927473229949,0.0,8.808659277894272e-05,0.003058698631060943,0.01183070329671414,5.465700879808167e-05,0.04311470485690579,0.2160166768618073,0.06498766480842062,0.11604356854334871,0.017565549631999605,0.12191918495545495,0.005626326541066817,0.006649851834620503,0.0033123206296140845,0.02751034545142917,0.0,0.0009796865698523613,0.0,0.12994516116218321,0.002122405538470995,0.009944314471928036
Telecomunicaciones,0.0011026084767092599,0.000244639544566387,0.0001615114082742862,0.00027715666822754624,0.0001350229609119205,0.0012068906905487139,0.00041942661681546115,0.0001874601305964296,1.7265961238179024e-06,9.852864010970568e-05,0.002537952200666626,0.006906187993436577,0.00040161569048812563,0.001537996282578285,0.004013371818872731,0.0006275456403349623,0.001812456945629187,0.0015949949148600126,0.0030629422232859526,0.0017501815840707232,0.0003185713949789721,0.005216830277369546,0.0002530576831791744,0.0011172413133580048,0.0013218573641649953,0.002466428152739305,0.00018493442701014666,0.0021346832747397614,0.0012532729836897583,0.003451596652735342,0.0008311713218933897,0.0017952931653452248,0.00037176313171000553,0.001103069601015469,0.0006671184898860179,0.004537402912537099,0.0008644744528946784,0.0003736862296688558,0.0020867577871875958,0.0009684789441406199,0.001898142225801176,0.0007806231898496585,0.0014030990828407853,0.0015604446522123848,0.0009000150847908694,0.004162050347307169,0.0034964278913918643,0.005474533263928886,0.0020650168241596128,0.0010597422564030616,0.0011237520741587447,0.00104786044544477,0.005518009949935918,0.0037895745689421126,0.001470748114581268,0.0006121241763216206,0.0003863435678694086,0.0007875164742225947,0.006035236840059232,0.0007193329574908237,0.0007965948590010908,0.0012122591206817986,0.0009899002641836172,0.0008370716169932954,0.0019086668640855104,0.000505164297476792,0.001075928767560796,0.0010085888987074307,0.0007520492030114824,0.0010098910508675788,0.002347602183082987,0.0014362057120070417,0.0018452229716147208,0.001332858846902342,0.0017476689806067756,0.0012126861846699355,0.00015205049992359355,0.0008206702638292589,0.0006717978535842558,0.0003440982933619126,0.0009752857677061418,0.0004400802696895986,0.0012851691615522155,0.00037760316624716806,0.000995771739014385,0.003575796292573679,0.0009262703499756633,0.003066052192328398,0.0003742364348069465,0.0002553240043432146,0.004427133942790325,0.0009972703930095652,0.006534079018496915,0.0016408532031076373,0.002376831176037938,0.0194799971939538,0.05042430968741602,0.08368575609943334,0.016117683114983773,0.011974580784622659,0.0018388143917681978,0.028925727742908528,0.0006501983718774959,0.0006030431715186573,0.006346692248585565,0.09852865058980353,0.003137523839766378,0.14030856159150243,0.0569134552863022,0.020825366657686535,0.07889542650494043,0.004565007490322449,0.053716697933383656,0.007621839816551128,0.0056502923652552535,0.00470735341961991,0.04526599241647019,0.0004391370608814431,0.0017443887099739682,0.0027309615430843705,0.019563002189095947,0.010151641121100612,0.07124466423829699
Instituciones Financieras,0.008937837964280122,0.002219684965643327,0.0010726968661189246,0.0025361144307129465,0.001310263560051831,0.008538602243799452,0.0012529332271576507,0.001401338225652345,5.7468619893864754e-05,0.0006263525268040856,0.0014355780867742142,0.011712104503891305,0.00027569472452923706,0.0017634531058510498,0.005057807832142133,0.0005668741358481402,0.0014253402392309092,0.0014918159523708875,0.0021743026295218833,0.0013006768137987065,0.00027052509552436677,0.004886107236158929,0.0006851360255866167,0.0009650703990478461,0.0009464926930319046,0.0021307157196130085,0.00021138666010931228,0.0016443211604062256,0.0008723627944593918,0.003196192851956741,0.00028010377503584293,0.0021050277570299585,0.00039655871464510924,0.0016198939143036316,0.0009278135765495276,0.004512264465995319,0.0014837849348642133,0.0005405200908832764,0.002180384952724671,0.0010655393614935902,0.0016727345292747236,0.00083948390789275,0.001620341042269278,0.0011120441270958063,0.0007239335957397528,0.0029881342989731678,0.003619386795132739,0.0025424283846402053,0.001510330276845307,0.0006599850775190077,0.0011515619420389654,0.0010663252926084634,0.004587010894108091,0.0007906086726376098,0.0012830440689472753,0.0004568529988991929,0.00048531361582591643,0.0005924122875148658,0.006439525437322583,0.0007636196598658616,0.0008886679841138524,0.001227607115557108,0.0012372284335601534,0.0008589938987648977,0.0031827317649291242,0.0008859057012951554,0.001031274147755112,0.0012534241460065304,0.0007303627888334157,0.0007727777164199641,0.002504828149426004,0.0009739138526776666,0.0013788930932118948,0.0013070495397008316,0.0011926205046369424,0.001183280370199922,0.0002789721264217585,0.0006077471633882071,0.00030867271677898595,0.0003542382831750118,0.0008076341070820934,0.0002781769761735729,0.0007698863657348952,0.00041588317045934686,0.0007393191768463118,0.002265727622188264,0.0008312973175114307,0.0032410911835792896,0.0006974389589918766,0.00019013194825781254,0.0041146939514691856,0.0009169419135910019,0.008533247079736673,0.0021663430602983785,0.0041771420557433535,0.04253871404192435,0.07841868663745134,0.13771840387545445,0.006043494518059602,0.012460431926375396,0.010628678871380194,0.014893789897189482,0.0011404563435726404,0.00030057370816413345,0.0013905864114268788,0.005423084875066955,0.0016142875288580913,0.017962634251136814,0.09714669564095835,0.08020197586101546,0.0309737180959057,0.08591887336235364,0.13957886531158414,0.000521948146825655,0.009199929857607064,0.0005118820056402911,0.014319043773884306,0.00028491731501652576,0.0014450887751775122,0.00303762375898524,0.005809401132602103,0.004333003028304368,0.022896846924919306
Seguros,5.973611750331197e-05,1.3775354682875821e-06,0.003151736780625713,0.015289098798401558,1.2359196724823168e-06,0.00015309954942874698,0.0,0.0,0.0,0.0,0.008401305589494354,0.003968911419075114,0.001148053508266777,0.0035881580408077757,0.004230038072376769,0.0008244614148517454,0.0015965378594187975,0.00159241812717719,0.0033824804086455104,0.0017964478664428125,0.0003602834586918504,0.00511834246281018,0.00060012912013295,0.0007062250995176038,0.0010995436611218462,0.0034224675597156157,0.00015485043563143026,0.0020765639105456276,0.0004950501996454429,0.00413174383592466,0.0010604448273163378,0.0034678618593528302,0.0007417577901014704,0.0014181663275204383,0.0013966793490478029,0.00592998121105992,0.0011354883249298734,0.00025983923697615207,0.0020732295022625764,0.0013141302142565883,0.0030752385025643596,0.0023150320365184396,0.001956370722396722,0.0013127913012780659,0.0011105253223783816,0.0014288518830221082,0.004351621670157217,0.0015488905812119532,0.003222776413466936,0.0011214812353084072,0.0022327661333188353,0.0014909568465643448,0.00625981727365364,0.002645524681438164,0.0013674292501323884,0.0007832254699459032,0.0005316900682692416,0.001100045753488792,0.006968243855087852,0.0008739496984040583,0.0010319028073799493,0.001007184413930303,0.0007140397166134035,0.0009925722386358506,0.0011482723690421123,0.0009563443432362127,0.0013052856641003867,0.001649515041213222,0.0006105571923695195,0.0008708084025698323,0.002437967421440665,0.0013824533986510014,0.0018022798623973384,0.0007747671446873523,0.0016827175082479292,0.0011652920128652543,0.0001566270701606236,0.0008800263034604295,0.0005034699024142287,0.0004502094890281939,0.0009886584930063234,0.0004201611919909676,0.0012375418170524498,0.0008358550493324418,0.0008090510414354815,0.004706691092730783,0.0006522566071525426,0.003605306426263468,0.0008366918699440184,0.00032575495284187564,0.0035381032940722417,0.0013472811846382755,0.004093237213628882,0.0006612685214310595,0.0013014877859401546,0.03747175843084857,0.005864902315805774,0.009919439794690054,0.0026941375218891353,0.009091656845718511,0.17926860359396943,0.15711538717288667,0.002200580725181275,0.006395678318483909,0.01755041982582004,0.028599477326995675,0.0008134282569421898,0.00979145773777186,0.02040841969761912,0.09745439041216775,0.07973803549615371,0.0031943631351630977,0.041668890141945504,0.0012806445156302705,0.0008569944253971914,0.0003186097922353372,0.05811133372971165,2.8336033324308117e-05,0.0001176312296611555,0.011180953303723358,0.013848505678490868,0.011069656162383675,0.015219565442661174
