,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza privada,Salud humana privada,Servicios veterinarios,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento"
Comercio minorista,0.014168711139118745,0.02761106028831405,0.02643030141665267,0.014841880356490613,0.004349550803109338,0.00415020333361934,0.011454353877649162,0.019759747660471224,0.0018545212311008436,0.005478846634447502,0.05012230632037861,0.005825920926402153,0.03857181622944567,0.008840906465664131,0.02102030671242687,0.08460394383483709,0.1321529702649124,0.016048475269274495,0.04248590243805893,0.006913831397957513,0.011400853477954182,0.1865739169908745,0.009838191244415402,0.13964008605480963,0.13707039368943327,0.06994107796187392,0.07925685617447631,0.042622326572706926,0.056162874724711424,0.09186283286265684,0.06918453596079942,0.022363087341511233,0.028614299256275705,0.03668847160779293,0.04917458058468465,0.2106108218269484,0.027753736036774276,0.5601340921221826,0.16420128620109226,0.013361724316231604,0.02978906348254404,0.01069722961333812,0.021638289524728058,0.02676778980442265,0.010494363535403665,0.015107858911297619,0.034582390817480345,0.010140084445392735,0.019282238285100256,0.026759135418272694,0.02901813707480676,0.028737803285678296,0.03328715641570907,0.04928412982844466,0.0218789762212707,0.027985629732895898,0.017959542056062292,0.017887960121987272,0.033690493450743104,0.00882756682690036,0.01237228056585584,0.01845215415892888,0.005886868715370382,0.013705176768029586,0.011641800278107588,0.006631763878214756,0.015255630940268923,0.043002384229049645,0.03118086592113613,0.022471019250107964,0.039138520355413604,0.03849229249742177,0.07596179473521292,0.18865268351716571,0.06296463274072653,0.06853094993703501,0.2354824242735988,0.02333337396530267,0.028997144220965346,0.038763350933437,0.03880896159792403,0.04069666736665063,0.04297998983742354,0.09224306316802106,0.045757862720895943,0.10787322346304748,0.17520725434772536,0.02804191564332142,0.03262130351695731,0.6829635158456675,0.1570119797726283,0.053417124357902045,0.003925478450685117,0.0005027891241764259,0.0072753868108351395,0.4155361498857195,0.006412938865508762,0.011254482107433334,0.010794655069892673,0.05896769846974612,0.037667691077522054,0.0197268839940591,0.0017320376751723014,0.0168072517083671,0.03719838757428166,0.0036337338028544844,0.0019070145652264193,0.009288570952647731,0.002163734058038344,0.004762449522976161,0.006522917139978909,0.0004179726590177516,0.023372587807376857,0.009451785400788532,0.02291799643343571,0.006495280055165392,0.3822247373561278,0.06039074815807529,0.004354519182192686,0.0030094553914817653
Hoteles,0.0012759017598309918,0.0029267150613221057,0.002642821595348897,0.0011681123582976134,0.001259022731769228,0.0011696584922473885,0.0015846541480509125,0.0011445186625392725,0.018363934539166217,0.0018640764250626414,0.04812377228283437,0.0,0.0,0.0,0.0011801197034283766,0.0,0.0,0.01691705867520769,0.0,0.002522048354214778,0.0026539865287480845,0.013211179797524595,0.0055772614995574146,0.0,0.029480432191440812,0.005215815949194164,0.01937459373741075,0.0,0.0017947648497620493,0.008477115470107778,0.0,0.0,0.00017656247719882438,3.4003286864961445e-05,0.0003360348701287076,0.0,0.006557526768727656,0.024387312880607512,0.0,3.551779392064418e-05,0.000156503804690753,0.004829145900211385,0.0004447084351021323,0.0006221187800835397,0.007839536184060344,0.005480953637446911,0.0008544356230001566,0.0,0.0,0.0029558359214379797,0.0029291338309319582,0.00023795296936021223,0.009875311947464794,0.0,0.0,0.0,0.0,0.0,2.124670346582093e-05,0.001261216809631634,0.004291521190266484,0.005043899743119556,0.004841617417598495,0.002447024712971509,0.003762595143573376,0.005881496970713647,0.0010099230555788007,0.0045389359331720535,0.001833719041014053,6.39810855053954e-06,0.00019608604208520966,0.0,0.00016330028368977996,0.0,0.0,0.0,0.0011950152890311191,0.0,3.388104875592892e-05,0.00044826024376400976,0.002618483986006014,0.0,0.0007781577847512091,0.0,0.0010230911500645557,0.0,0.0,0.0,0.00016720384456670785,0.056034311283206385,0.0,0.0,0.0,0.0,0.0,0.0,0.003000800956872912,0.007420081753422226,0.003151548275300402,0.0,0.0,0.0025624942067893784,0.0061792713537388725,0.0011128353141784883,0.018532489451294033,0.020794078345540697,0.0,0.000476828730366516,0.0016025377526853249,0.012828306641585734,0.004921346549293262,0.0,0.12945886665978817,0.012582079296815027,0.0,0.0,0.0,0.00866253076178666,0.0,0.0
Restaurantes,0.0004072051257671543,0.0009340576166387677,0.0008434594428447169,0.00037280127865536584,0.0004018157654582642,0.00037329758232641585,0.0005545573344263739,0.0017579318906714484,0.012381768068372956,0.0005949113689287313,0.03241581363656904,0.0,0.0,0.0,0.0006923735978734504,0.0,0.0,0.009990289436936526,0.00018234020072311832,0.0015731106749745207,0.0015570724319325388,0.007856428445755858,0.003272136637324963,0.0,0.01729709572533972,0.003089258790076028,0.011403279889931003,0.0,0.0010529985887505061,0.004977007338711903,0.0,0.0,0.00010357414830530729,1.994572850877612e-05,0.00019715362183014262,0.0,0.0038472702161917536,0.014308416430113787,0.0,2.083400546834513e-05,9.182675147966384e-05,0.00283403522439705,0.00026100239199916553,0.0003852715864676636,0.004636282572518424,0.0032156411489375446,0.0005235796462821859,0.0,1.3039699484987325e-05,0.0017485883184230608,0.001786999128159385,0.00014206689190273864,0.006264135249125772,0.0,0.0,0.0,0.0,0.0,1.548020520101479e-05,0.0008944117932310979,0.0025177397452640525,0.002959240837152476,0.0028405657688595916,0.0014356241088842976,0.002207489101961228,0.0034506425936256897,0.000592503712782774,0.0026631171873846625,0.0010758207396715973,3.7545786703764968e-06,0.00011504187629012701,0.0,9.771304103693248e-05,0.0,0.0,0.0,0.0007010725744450436,0.0,1.9880265811843435e-05,0.0002629852888306052,0.0015362358017479707,0.0,0.0005274491867918826,0.0,0.0006294209767569121,0.0,0.0,0.0,9.809926721275032e-05,0.03287533175593372,0.0,0.0,0.0,0.0,0.0003688023983840552,0.0,0.0016207049525792864,0.0040075166404480635,0.0004860499208151234,0.0,0.0,0.0015033977308808355,0.0036253393773973508,0.0006384806333932402,0.010007058098393659,0.012199746282001992,0.0,0.0002798159915954017,0.003282154374655559,0.023021555058990454,0.009622663548154511,0.0,0.15667013088786616,0.03577068502703349,0.020974784387140757,0.0,0.0,0.1516558846446821,0.0,0.002542280067393638
Transporte terrestre de pasajeros,0.0019273227346956053,0.004420970468858644,0.00399214079712585,0.0017644945573812815,0.0019018300890578366,0.0017668358103311386,0.002242464004419929,0.001728866464681333,0.000507636143693431,0.0028157871072846006,0.06521981945835557,0.03691034148503485,0.0,0.0,0.0008092701116266964,0.0,0.00027442008012533003,0.012306963358102602,0.007925172684218308,0.0027419290696489964,0.0018220134390372425,0.010556444546788706,0.003824608474967606,0.0049454136557830755,0.02021629944315252,0.003892850937179256,0.013681453433166787,0.000754117800841229,0.001230789128948967,0.005851677276591358,0.05406596412588882,0.0004594529179267673,0.0001210657976396002,2.3313809610258075e-05,0.000230425507740436,0.002194036554529908,0.0044968295030464725,0.016723227066501686,0.002992983743607364,2.4356719562602145e-05,0.00010732978614406161,0.003320264069191303,0.0003060071192056184,0.0006463921514281088,0.006512052215353538,0.003759847899636151,0.0008442912752441889,0.0,0.002126003095744563,0.0021831620250103508,0.0027507676754999874,0.0001898167299625234,0.011868126181023054,0.006240780411324985,0.0019682650685584765,7.895056500224925e-05,8.896970668115905e-07,0.0,4.722263166551506e-05,0.0025384699103591438,0.0029429571784064857,0.003458851975387737,0.0033201360727802796,0.0016780102271911367,0.002580192695495236,0.00403323567314657,0.0006925459318576162,0.0031124621580036586,0.001257427230810698,4.386727119980703e-06,0.00013446664619822988,0.00014703000625482018,0.0001325804283421976,0.0,6.177502231107889e-07,0.00018013988279518011,0.0008195637137878678,0.0,2.3221842405749036e-05,0.0003073911939147199,0.0017955820446536462,0.0,0.0013019905122352965,2.769368129890012e-06,0.0010176827071413045,0.0015789202932372276,0.0,0.00019567977209341048,0.00013062906579993053,0.03842590926226574,0.0,1.8883382774225744e-06,4.4410147315492014e-06,0.001346582630081172,0.005047057792530258,0.0007369029515787815,0.0018943236652976493,0.004683995909862002,0.001085382295164326,0.002680170091209941,0.0042297536862368436,0.0,0.0,6.391197531463865e-08,0.00970853092868534,0.010022566990939084,8.074604338069748e-06,0.0026157302332903572,0.0014895780163422137,0.009704532262038065,0.024556366047741043,0.0,0.058180263234850454,0.04985853166098216,0.0,0.008757250759308157,0.6495393349701988,0.358801832895244,1.040179433328488e-05,0.05682643546984503
Transporte terrestre de carga,0.017518134788743246,0.018602764105230582,0.012732194241903718,0.002962978026577098,0.00439427622529796,0.01412812990710527,0.015933914698072645,0.0017209570070260704,0.0005505473070763719,0.0015423953777780805,0.007821985238627758,0.0016863792763965105,0.10943718823308098,0.0018940514008858977,0.11546535275837956,1.358636398826921,0.2836495211016971,0.7834118516804192,0.4742832386528645,0.1909172164735231,0.0841367615159211,0.1358539927124691,0.20186130168467692,0.37193771013843346,0.16958828428681683,0.07581725182124724,0.2565831066537616,0.1292367459929746,0.1681454033926944,0.2337710365406317,0.40674800541163164,0.036275248608275946,0.029817906525706903,0.03828831013099686,0.038492908011823555,0.2046537747858368,0.17850067223432517,0.11052516255428585,0.10573367013372714,0.13483599760385684,0.05997684189253011,0.0892639123035754,0.04811501683368662,0.04474222128507614,0.19383469629771152,0.00963512636514078,0.025949935945734977,0.016954630911211077,0.05694031335357104,0.02841120360087238,0.0336388775164804,0.03607972143414238,0.07700341060450919,0.11111492679465364,0.044398078590288416,0.05152650568093065,0.03808296785709461,0.017267789536138934,0.043071061544339234,0.040852277855494765,0.0577019701921974,0.04132388333858985,0.05003666299914011,0.06551462495274273,0.04757965203125958,0.029560646195739105,0.021944428539759024,0.039571745220494704,0.038711581477814457,0.019187774294959086,0.04108209686150171,0.0253130640122531,0.04135059837005931,0.08497212623777428,0.05282996966375738,0.06746410030034052,0.009364588968934195,0.04002130469592134,0.0283877506261755,0.02546263231351996,0.04318957775771468,0.02686417783662302,0.039110345797368024,0.15579246576784053,0.03681090124322911,0.11088731988599455,0.04059355050276422,0.04339844362369822,0.015502369542590922,0.5435606670543862,0.06075398480161263,0.04887910128190474,0.0011365826932018637,0.00012727857451364866,0.0013690523202158633,0.1654375950204223,0.04477303696751278,0.10841521290021251,0.0023551041047268234,0.02398490175535994,0.002412189961218216,0.0021029846631823693,0.0045348026568194045,0.001119801719487784,0.004061889784368127,0.006340000087547224,0.0971659498580067,0.005217728918420606,0.0003439612562970196,0.0005862765733052862,0.0016301556718212793,0.0012297859342131315,0.05492765177709946,0.005250726973937466,0.0047254187055229425,0.008939944185517334,0.5877501620131619,0.008139228811440408,0.004468049746577565,0.008408653616400006
Transporte por tuberías,5.205163244329669e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6240652032945949e-07,0.0,0.0,0.0,0.0,9.943753866522151e-06,0.0,9.255859556403148e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.760193982188949e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.579666971845219e-06,0.0,0.0,0.0,0.06798561101693072,0.00012784900759418608,0.00020435938340192304,0.0,1.709533191939326e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887897072830142e-06,0.0,0.0,0.0,1.66189135177919e-05,0.0,0.0,1.080120394623559e-06,1.2596573520380021e-08,6.664730142928988e-07,0.0,0.0,0.0,0.0,1.0475861451722107e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.121232334002888e-06,0.0,0.0,0.0,0.0,3.87502302919388e-06,0.0,0.0,0.0,0.0011033260073757317,0.4772278238446921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9279653341102004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0843981973897772e-06,6.020956732137353e-06,0.0,0.0,0.0,0.0,0.0,2.735813466140923e-08
Transporte marítimo,0.00034424867632698694,0.00039217432924745305,0.00027925578505028125,7.43479233702368e-05,0.00010225749855816786,0.0002800131481427409,0.0003188867252662115,5.107275955869401e-05,1.5763284508019135e-05,5.9967701407368774e-05,0.0010221460373235356,0.0005280075366487974,0.0020156260995786656,3.488680716097573e-05,0.0021375016346523745,0.02502310147103633,0.005227876209982554,0.014594327057340067,0.008841905174110057,0.0035531665931279365,0.001574144413846737,0.00264424515183477,0.0037693116754119052,0.006916853916986185,0.003395644375843639,0.0014487888394491175,0.004909824208541788,0.0023903959890420913,0.0031134109836978533,0.004384305666972563,0.00821922357691568,0.0006742944332994672,0.0005508149855676696,0.0007054935552604173,0.0007120481653209592,0.0037987930569989173,0.00334810498770675,0.0022608996287939442,0.0019876670729499155,0.002483699454357164,0.0011060805404717437,0.0016887340898553587,0.0008902844312106541,0.0008327493689747335,0.0036576629372345403,0.00022807445459713583,0.0004893022297825564,0.0018881927103686661,0.0010773339761855217,0.0005526598271633172,0.0006565847428238122,0.0006670575096684348,0.0015780145905816374,0.002130502129831632,0.0008442046572564204,0.0009500684088513398,0.0007014090717774112,0.0003180324184746521,0.0007939064194561511,0.0007865828210619075,0.0011023591312004832,0.0008076538131559807,0.0009662627148717894,0.0012292260271951898,0.0009110466154942609,0.0005987440717925911,0.0004134868656311353,0.0007707213508444516,0.0007299064347421541,0.0003534476073832487,0.0007584502926711873,0.00046818292659425704,0.0007633708310994657,0.0015650026064398764,0.0009730154347540746,0.0012449647002680815,0.00018347755878859805,0.0007370893187186912,0.0005231470799167651,0.0004730918756767969,0.0008196096312274649,0.0004947714274438346,0.0007378554409337059,0.002869381881780897,0.0006916717966285057,0.0020635436792719444,0.0007476055876157107,0.0008019368621748584,0.0002872615756115568,0.010528100509023952,0.0011189549145541183,0.0009002652737612124,2.0992490232558837e-05,2.047787004429803e-05,9.317432101864244e-05,0.0030568997169148453,0.0008501204817482384,0.002059822568777448,5.79904114669906e-05,0.0004778263420385492,9.026464011934806e-05,2.9007043481614744e-05,8.351561454992171e-05,2.0643568026628282e-05,0.00020552732051498345,0.005053530225925187,0.0017896861117298766,0.0001313156256028758,2.6389769258505702e-05,0.00014146131859457794,0.0003606415654524373,2.2650401225819812e-05,0.0017949585709275426,0.0007679813307485371,8.703169166101686e-05,0.0002826095914413417,0.019570094652196533,0.004980679260595953,8.243249540172852e-05,0.0009199583151918774
Transporte aéreo,0.0006327535244160327,0.001115516497609688,0.0009440278370567274,0.00037577772335637576,0.00042371011092477923,0.0005500039776848928,0.0006681326389980586,0.0003497921030180495,0.00010333708733034766,0.0005500916110178312,0.01238353777675137,0.006954891671661023,0.0017185259341061954,3.3909230318604e-05,0.0019616901042316327,0.02123097990722478,0.004484826211668513,0.01453444616106358,0.008880918047356242,0.003500168625122389,0.0016544118925445042,0.004129080582380681,0.0038636809107236523,0.006755048046240385,0.006473051539149225,0.0019305799728714164,0.006590054772764128,0.0021631262829183134,0.0028698142118519644,0.004761443541370683,0.016486121221763156,0.0006553424092194023,0.0004897170475137561,0.0006086074776177873,0.0006475908723480504,0.0036358762773644588,0.0036313268269203714,0.0048940667685663675,0.002246682366969937,0.002106234244792007,0.0009608638474216004,0.0020189650214965196,0.0008130548177764852,0.0008252264420879803,0.004392471180119189,0.0008831737730111572,0.0005733986833015369,0.003817372625404216,0.0012931335085818983,0.000863226790469032,0.001043806813859506,0.0006201390199417164,0.003463860041379419,0.0029106992841920194,0.0010698360126546122,0.0008181181598842431,0.0005954648815847154,0.00028079024742509446,0.0006858536125336429,0.001113781672680611,0.0014591944372517273,0.0012992208824907522,0.0014097355987400823,0.0013395726715527056,0.0012281214300923762,0.001221896688266343,0.0004806326023959377,0.0012089309504714318,0.0008410889440376384,0.0003102316406466702,0.0006732407674109349,0.00043313693936926226,0.0006897978319992832,0.0013590380608542792,0.0008434349712872639,0.001100972442440487,0.0003005908941855755,0.0006355093953810593,0.00045504659490172697,0.0004572259180463204,0.0010316783007395362,0.00043144011224455876,0.0008732934710463662,0.0024387055751811442,0.0007770249058080266,0.002067374836769963,0.0006598490816221052,0.0007275186379483858,0.00027985144385397556,0.015784099584559164,0.0009715788251286293,0.0007826532713824097,2.8227635392352322e-05,0.0002713222089887974,0.0011542493743839858,0.0027612854457302696,0.0010817917020646964,0.00263921111466901,0.0002656830864897714,0.0008885596497176354,0.0006851709734659638,3.1353718497124315e-05,7.05802156188182e-05,2.179398358229178e-05,0.04813140147758766,0.059246431715426456,0.0015144275429832188,0.000660151841368775,0.00037900433461063966,0.0024824736275316788,0.004686673218243456,4.049404513028889e-05,0.012469826288525115,0.009516899256174929,0.00018201536351913447,0.0017824460425358432,0.1310475634133207,0.06942758975594437,8.418018081660615e-05,0.010810648985859839
Actividades de transporte complementarias,0.0019123665656402317,0.005218987738197741,0.00131887143958688,0.0006858208866704904,0.0015491857239863752,0.0006469590479110627,0.000988443480209106,0.00123746394445349,9.399588169596595e-05,0.0014362463055612527,0.17535117263394914,0.001585843276155683,0.029800926459631207,0.010687205849646697,0.00154462136207419,0.004884158818795684,0.00468272024720193,0.020833359592758734,0.005148611088380836,0.0015658172159709485,0.002884402200549305,0.0072257112493261545,0.0025302813237701545,0.02331261657754361,0.006359730761291214,0.007430436696982796,0.011923781697926007,0.0019272576315984787,0.009812643577232685,0.005309576721808614,0.031833421450009454,0.0007688209626059539,0.0023846129694978556,0.008045915783640202,0.0031610899713338295,0.0238006062630655,0.007503197691280257,0.014008934420263484,0.010511427683539886,0.0,0.0,0.0,0.0,0.0010170610777001867,0.006313579830622604,0.004699197900933461,0.006857231890049361,0.0,0.0,0.011824061619528812,0.0005179942823902598,0.0,0.02453125576796663,0.007818889468173138,0.01615841809884334,0.0,0.00949625188185563,0.0032374648772671476,0.004801446353790935,0.003455189885046306,0.00527214510620573,0.0,0.0,0.0,0.007316019174225014,0.005301621731277137,0.006939763048850594,0.003823261608611662,0.0,0.0029668450781151585,0.004674115074035658,0.0026830427077595967,0.007440756688665035,0.0225647778308909,0.019753916551122862,0.008026544459622918,0.045339394445980445,0.008445100876482368,0.009240982025913292,0.008017213906859224,0.013512694291840991,0.0071987668355298975,0.023082589113792837,0.06827734699597145,0.008699247628281372,0.06518420111455658,0.011066872453653374,0.009208171715787012,0.004004836300671875,0.20252409196909105,0.0007193144359099552,0.016512353760789335,0.022371724128769237,6.815111703527598e-05,0.018970646626758514,0.001687793499331983,0.002884193826651768,0.00020531312824667358,0.003988680585673719,0.01084283020536987,0.19279446087884816,0.06706645539497995,0.00129405676499193,0.22221516349961526,0.0,0.036544307254652186,0.018621096568092195,0.020052019170708448,0.020936685292220092,0.026251644288279117,0.0011041596414587968,8.927124669590995e-05,0.08943047730197594,0.030102489962884046,0.05070131482704527,0.006185321148423275,0.0014209695232705666,0.17373758593272493,0.02382882445443604,0.004682315435013052
Correos,0.00021886323398874436,0.0005020434124766828,0.0004533306220676548,0.00020037602670832709,0.0002159654881361798,0.00020063963986358057,0.0003531807543193128,0.0001963266537902405,5.7506797186662394e-05,0.00031975209567826904,0.0023414554052199003,0.00017871405559208276,0.0016076267939989601,0.00047217707728418795,0.0013415510598664916,0.008918481816070384,0.0019477825710161518,0.003293054228030554,0.0012070395513715663,0.00148624584091157,0.0003070937719099314,0.0035578143295216277,0.0004181122744332779,0.0040150684609277,0.004201145017331554,0.002122034974835056,0.0030617594688021363,0.0010672938773294695,0.002306332902997165,0.0026209859030454636,0.000908128500004196,0.00047849318753117107,0.000307823547975688,0.000882043111438099,0.0005551337784103203,0.004122099665925246,0.0009606828196775634,0.003760963316107431,0.004180884294670896,0.00031117307832603645,0.0007648798271234679,0.0006874732225218324,0.0007157128044730378,0.0007990666570527751,0.016344501385317563,0.0029418677492140696,0.001176580212099437,0.00019048332438294468,0.0008386774992895985,0.0012038817056972762,0.00042387187763881344,0.002444960320153882,0.004051188994790425,0.0010628168661193772,0.0010006725768721665,0.00013697407337305526,0.00027016353826155113,0.0012814647827368878,0.0007020508591687925,0.00016124060990129252,0.0009333033170028215,0.0007346590756371226,0.0008329468354185576,0.0005244811450190219,0.0003532827722995548,0.0005179631023949502,0.0009693713510544387,0.0009465065343213547,0.0002720394739229326,0.0011458169549416843,0.0009121264597548787,0.001230673489049287,0.0022690795854723176,0.003886635693036308,0.002241227226123233,0.0018202434522983655,0.00011539108046466899,0.0013405163883122818,0.0009423668979192763,0.00034332430209853574,0.0023928509987793433,0.0014162241733912655,0.0021521190952830814,0.0014130107446735953,0.0013919397939297284,0.004806580297994789,0.0029834360486047,0.0016303198701492071,0.001498920092266338,0.011934688836140512,0.002764986229756785,0.0022898619398118614,0.0010345873241444402,0.0017724266360210556,0.019804779673889876,0.005110439305192799,0.0031331208448541208,0.007747882026560851,0.0027001192515737214,0.001305108481511716,0.0009309695579416794,0.0007291264507146857,0.0,0.0004678356593031549,0.004587330810841014,0.004441201091351584,5.465700879808167e-05,0.009387112692363406,0.020686578270758028,0.06952664169284757,0.005706970820878138,0.002276578211700525,0.07422695841537423,0.008338843992604756,0.011564318956981047,0.0,0.0,0.20946139159368898,0.0013519419824245549,0.0016148588438966232
Telecomunicaciones,0.0007301785648601512,0.0016749070870796523,0.0015124514909000692,0.0006684930493665218,0.0007205141083121659,0.0006693766655783507,0.001317801162017695,0.0006549928076115788,0.0001923704535330483,0.001066766972150194,0.03932978402003479,0.005398357230287301,0.041973818492883425,0.004380559142760926,0.006084986510443423,0.08506135651269711,0.024272580648047527,0.011452639995957522,0.012595426258305493,0.005848793759068559,0.0027277258251370063,0.04211135997131804,0.0023960954158308164,0.03288746741034639,0.04014937652085795,0.01120283092544276,0.019045940962844697,0.01128188533188882,0.023649899377278245,0.020018455275845684,0.0566442919945598,0.0035569175404388097,0.00348587443678486,0.005028413705462502,0.004743441996717037,0.041285052466521664,0.0064831942990630845,0.05406863369483465,0.03260575567435698,0.004297536803206716,0.005107576643242185,0.0036317235688699888,0.0044673469056801685,0.006768179587492464,0.012073320837340475,0.011712688298842613,0.008424176956461981,0.006169330153424627,0.005906586680450578,0.003771278158574826,0.003026459742074975,0.004682985160162944,0.01606660894685465,0.014055083285358724,0.006198088364150701,0.007773054088988831,0.0034524460546816716,0.007383972826775609,0.0053453327239332,0.0050202916681355925,0.006346450031420084,0.00564781523454857,0.004278031161109183,0.0046987404246011805,0.0021679302639793724,0.0025072920039584234,0.004306387580335265,0.00484910136296437,0.004251194389991542,0.007383704607526995,0.005212650676061111,0.007984614957269022,0.009901733439189597,0.02317078364226117,0.01962218867021381,0.010649927854310575,0.0066632895161060695,0.01325744974460268,0.010845700162870136,0.0030824551471020705,0.01634052530432249,0.006009962910390947,0.01598142690757803,0.01140362496045738,0.013612871750309312,0.009846976643142685,0.025203083953248807,0.008467382973489443,0.004855233898429527,0.09230534617228008,0.023188918855101187,0.011979429198141071,0.004792490973176354,0.005992877375758274,0.01962976947686276,0.02580458013836518,0.029373836865777752,0.07262155573625388,0.10060387871794418,0.05446581544951421,0.004680496685600456,0.016878098492934576,0.0033755134340034726,0.014710427622244435,0.04371839349681815,0.1698813852119268,0.014410545399571194,0.14030856085627869,0.025032816542366703,0.10233079794689007,0.017820906363012135,0.0027174133806383547,0.15020773788177497,0.03254304478544554,0.08739557569121943,0.06111952051909729,0.3805591507772068,0.1448347451701061,0.029700196601578185,0.05313802934216612
